EngNames	Lat	Lon	Language	Group	Family	color	label
Nizhnie Ishkarty	42.84698	46.97147	Kumyk	Kipchak	Turkic	grey60	͏͏
Nizhnee Kazanische	42.7644	47.1611	Kumyk	Kipchak	Turkic	grey60	͏͏
Nizhniy Dzhengutay	42.7014	47.2417	Kumyk	Kipchak	Turkic	grey60	͏͏
Novokayakent	42.3922	47.9878	Kumyk	Kipchak	Turkic	grey60	͏͏
Novyy Sulak	43.21068	46.81809	Kumyk	Kipchak	Turkic	grey60	͏͏
Novyy Khushet	42.900261	47.561244	Kumyk	Kipchak	Turkic	grey60	͏͏
Paraul	42.7394	47.3592	Kumyk	Kipchak	Turkic	grey60	͏͏
Semender	42.98833	47.40361	Kumyk	Kipchak	Turkic	grey60	͏͏
Sultan-Yangiyurt	43.21961	46.86187	Kumyk	Kipchak	Turkic	grey60	͏͏
Takalay	42.89677	47.1644	Kumyk	Kipchak	Turkic	grey60	͏͏
Tarki	42.94423	47.49527	Kumyk	Kipchak	Turkic	grey60	͏͏
Tatayurt	43.5619	46.9961	Kumyk	Kipchak	Turkic	grey60	͏͏
Temiraul	43.2539	46.8272	Kumyk	Kipchak	Turkic	grey60	͏͏
Temirgoe	43.127436	47.136434	Kumyk	Kipchak	Turkic	grey60	͏͏
Toturbiykala	43.2056	46.6933	Kumyk	Kipchak	Turkic	grey60	͏͏
Tumeller	42.1846	47.84238	Kumyk	Kipchak	Turkic	grey60	͏͏
Tyube	43.051429	47.286806	Kumyk	Kipchak	Turkic	grey60	͏͏
Ullubiyaul	42.59689	47.71825	Kumyk	Kipchak	Turkic	grey60	͏͏
Umarotar	43.42388	46.69025	Kumyk	Kipchak	Turkic	grey60	͏͏
Umashaul	43.32606	46.69719	Kumyk	Kipchak	Turkic	grey60	͏͏
Usemikent	42.3836	47.8681	Kumyk	Kipchak	Turkic	grey60	͏͏
Utamysh	42.4047	47.7492	Kumyk	Kipchak	Turkic	grey60	͏͏
Uchkent	43.1136	47.0794	Kumyk	Kipchak	Turkic	grey60	͏͏
Khalimbekaul	42.8447	47.1406	Kumyk	Kipchak	Turkic	grey60	͏͏
Khamavyurt	43.2722	46.4286	Kumyk	Kipchak	Turkic	grey60	͏͏
Khamamatyurt	43.60809	46.5006	Kumyk	Kipchak	Turkic	grey60	͏͏
Khasavyurt	43.246769	46.58939	Kumyk	Kipchak	Turkic	grey60	͏͏
Khasanay	43.63109	46.70978	Kumyk	Kipchak	Turkic	grey60	͏͏
Chagarotar	43.4692	46.5403	Kumyk	Kipchak	Turkic	grey60	͏͏
Chontaul	43.30481	46.85967	Kumyk	Kipchak	Turkic	grey60	͏͏
Shamkhal	43.056632	47.344526	Kumyk	Kipchak	Turkic	grey60	͏͏
Shamkhal-Termen	43.03389	47.31053	Kumyk	Kipchak	Turkic	grey60	͏͏
Shamkhal-Yangi-Yurt	43.29968	47.23072	Kumyk	Kipchak	Turkic	grey60	͏͏
Shushanovka	43.20156	46.98195	Kumyk	Kipchak	Turkic	grey60	͏͏
Ekibulak	43.04196	47.07152	Kumyk	Kipchak	Turkic	grey60	͏͏
Endirey	43.182964	46.662014	Kumyk	Kipchak	Turkic	grey60	͏͏
Erpeli	42.806119	46.973557	Kumyk	Kipchak	Turkic	grey60	͏͏
Yangikent	42.2042	47.8292	Kumyk	Kipchak	Turkic	grey60	͏͏
Aleksandro-Nevskoe	43.92181	46.55817	Nogai	Kipchak	Turkic	grey60	͏͏
Babayurt	43.601403	46.783386	Nogai	Kipchak	Turkic	grey60	͏͏
Batyr-Murza	44.176052	45.695673	Nogai	Kipchak	Turkic	grey60	͏͏
Boranchi	44.21684	45.53166	Nogai	Kipchak	Turkic	grey60	͏͏
Burumbay	43.888168	46.968787	Nogai	Kipchak	Turkic	grey60	͏͏
Gemetyube	43.5747	46.9014	Nogai	Kipchak	Turkic	grey60	͏͏
Karagas	44.2514	45.3853	Nogai	Kipchak	Turkic	grey60	͏͏
Karasu	44.08328	45.90582	Nogai	Kipchak	Turkic	grey60	͏͏
Kumli	43.9906	46.0658	Nogai	Kipchak	Turkic	grey60	͏͏
Kunbatar	44.29337	45.58396	Nogai	Kipchak	Turkic	grey60	͏͏
Makarovskoe	44.121013	46.892273	Nogai	Kipchak	Turkic	grey60	͏͏
Mangulaul	43.92672	47.31052	Nogai	Kipchak	Turkic	grey60	͏͏
Muzhukay	43.6283	46.9013	Nogai	Kipchak	Turkic	grey60	͏͏
Nariman	44.189709	45.835784	Nogai	Kipchak	Turkic	grey60	͏͏
Novaya Kosa	43.553007	47.367407	Nogai	Kipchak	Turkic	grey60	͏͏
Novovladimirskoe	43.9128	46.95124	Nogai	Kipchak	Turkic	grey60	͏͏
Novodmitrievka	44.0808	46.4847	Nogai	Kipchak	Turkic	grey60	͏͏
Novokrest'yanovskoe	43.88459	46.57013	Nogai	Kipchak	Turkic	grey60	͏͏
Oguzer	44.0508	47.0619	Nogai	Kipchak	Turkic	grey60	͏͏
Orazgulaul	43.564682	47.344642	Nogai	Kipchak	Turkic	grey60	͏͏
Ortatyube	44.24611	45.28167	Nogai	Kipchak	Turkic	grey60	͏͏
Sangishi	43.89977	47.03304	Nogai	Kipchak	Turkic	grey60	͏͏
Stepnoe	43.89479	46.49285	Nogai	Kipchak	Turkic	grey60	͏͏
Sulutyube	44.13378	45.81648	Nogai	Kipchak	Turkic	grey60	͏͏
Tamazatyube	43.578224	47.159585	Nogai	Kipchak	Turkic	grey60	͏͏
Tamazatyube (staroe)	43.66258	47.171012	Nogai	Kipchak	Turkic	grey60	͏͏
Tatayurt	43.5619	46.9961	Nogai	Kipchak	Turkic	grey60	͏͏
Terekli-Mekteb	44.1671	45.86975	Nogai	Kipchak	Turkic	grey60	͏͏
Uy-Salgan	44.21889	45.15639	Nogai	Kipchak	Turkic	grey60	͏͏
Khasanay	43.63109	46.70978	Nogai	Kipchak	Turkic	grey60	͏͏
Chervlennye Buruny	44.16142	45.62342	Nogai	Kipchak	Turkic	grey60	͏͏
Shakhbulatotar	43.57167	46.70056	Nogai	Kipchak	Turkic	grey60	͏͏
Edige	44.07361	46.35778	Nogai	Kipchak	Turkic	grey60	͏͏
Yangylbay	43.63059	46.93654	Nogai	Kipchak	Turkic	grey30	͏͏
